id,question,source,choice1,choice2,choice3,choice4,answer
196,熊谷、あまりに【いとほしく】て、いづくに刀を立つべしともおぼえず。,（平家物語）,1:興ざめで,2:かわいそうで,3:幼そうで,4:気がかりで,2
197,これは故殿の【いとほしく】し給ひし者なり。,（宇治拾遺物語）,1:憎らしく,2:かわいく,3:心強く,4:待ち遠しく,2
198,かかる人も世に出でおはするものなりけりと、【あさましき】まで目を驚かし給ふ。,（源氏物語）,1:評判になるほど,2:興ざめになるほど,3:驚きあきれるほど,4:苦々しくなるほど,3
199,まこと蓬莱の木かとこそ思ひつれ。かく【あさましき】虚言にてありければ、はや返し給へ。,（竹取物語）,1:予想よりもひどい,2:うわさよりもひどい,3:いつもよりひどい,4:あきれるほどひどい,4
200,ひたすら世をむさぼる心のみ深く、もののあはれも知らずなりゆくなん、【あさましき】。,（徒然草）,1:ばかげている,2:意地汚い,3:わからない,4:情けない,4
201,夕暮れの【いたう】霞みたるにまぎれて、かの小柴垣のもとに立ち出で給ふ。,（源氏物語）,1:とても,2:いくらか,3:いつしか,4:かすかに,1
202,我がため面目あるやうに言はれぬる虚言は、人【いたく】あらがはず。,（徒然草）,1:少しも,2:たいして,3:ふつう,4:何度も,2
203,造れるさま木深く、【いたき】所まさりて見どころある住まひなり。,（源氏物語）,1:自然な,2:ありがたい,3:すばらしい,4:趣深い,3
204,やすからず思されけれど、なほ【つれなく】同じさまにて過ぐし給ふ。,（源氏物語）,1:憮然として,2:依然として,3:毅然として,4:平然として,4
205,昔、男、【つれなかり】ける女にいひやりける。,（伊勢物語）,1:冷淡だった,2:気の合った,3:釣り合った,4:正直だった,1
206,雪の山、【つれなくて】年も返りぬ。,（枕草子）,1:作れない,2:危険である,3:崩れそうな,4:何の変化もない,4
207,まだきに騒ぎて、【あいなき】もの恨みし給ふな。,（源氏物語）,1:迷惑な,2:深刻な,3:筋違いな,4:滑稽な,3
208,あまりに興あらんとすることは、必ず【あいなき】ものなり。,（徒然草）,1:役に立たない,2:きまりが悪い,3:後悔される,4:つまらない,4
209,あさましきまで【あいなう】、面ぞ赤むや。,（枕草子）,1:自然に,2:本当に,3:むやみに,4:急に,3
210,【あぢきなき】ことに心を占めて、生ける限りこれを思ひ悩むべきなめり。,（源氏物語）,1:理由のない,2:手の届かない,3:どうにもならない,4:とりとめのない,3
211,愚かなる人の目を喜ばしむる楽しみ、また【あぢきなし】。,（徒然草）,1:おもしろい,2:つまらない,3:はなはだしい,4:喜ばしい,2
212,さる【さがなき】えびす心を見ては、いかがはせむは。,（伊勢物語）,1:性質がよくない,2:気品のない,3:気性の激しい,4:前例のない,1
213,【さがなき】童べどものつかまつりける、奇怪にさうらふことなり。,（徒然草）,1:かわいい,2:幼い,3:何も知らない,4:いたずらな,4
214,遅桜、また【すさまじ】。,（徒然草）,1:凡庸だ,2:興ざめだ,3:風流だ,4:格別だ,2
215,【すさまじき】ものにして見る人もなき月の、寒けく澄める二十日あまりの空こそ、心細きものなれ。,（徒然草）,1:殺風景な,2:不吉な,3:明るすぎる,4:勢いのある,1
216,聞きしよりもまして、【言ふかひなく】ぞこぼれ破れたる。,（土佐日記）,1:仰々しく,2:理由もなく,3:みすぼらしく,4:どうしようもなく,3
217,「飽かず口惜し」と、【言ふかひなき】法師、童べも、涙を落としあへり。,（源氏物語）,1:うわさに聞こえた,2:名前も知らない,3:取るに足りない,4:関係がない,3
218,年ごろ、仏・神にいみじうつかうまつりつれば、何事もさりともとこそ頼みはべりつれど、かく【いふかひなき】死をさへせむことのかなしさ。,（大鏡）,1:苦しい,2:難しい,3:寂しい,4:ひどい,4
219,あらぬ【よしなき】者の名のりして来たるも、返す返すもすさまじといふはおろかなり。,（枕草子）,1:関係がない,2:有名でない,3:身分がない,4:裕福でない,1
220,男、血の涙を流せども、とどむる【よしなし】。,（伊勢物語）,1:方法がない,2:気持ちがない,3:力がない,4:言葉がない,1
221,おろかなる人は、「用なき歩きは、【よしなかり】けり」とて来ずなりにけり。,（竹取物語）,1:愛情がない,2:あてにならない,3:つまらない,4:予定にない,3
222,今日はいと【便なく】なむ侍るべき。,（源氏物語）,1:都合が悪く,2:縁起が悪く,3:ふさわしく,4:騒々しく,1
223,月見るとて上げたる格子下ろすは、何者のするぞ。いと【便なし】。,（大鏡）,1:おかしなことだ,2:冷淡なことだ,3:困ったことだ,4:平凡なことだ,3
224,この酒をひとり食べんが【さうざうしけれ】ば、申しつるなり。,（徒然草）,1:縁起でもない,2:落ち着かない,3:もったいない,4:物足りない,4
225,女君は、暑く【むつかし】とて、御髪すまして、少しさはやかにもてなし給へり。,（源氏物語）,1:難しい,2:うっとうしい,3:じれったい,4:つまらない,2
226,用ありて行きたるとも、そのこと果てなば、とく帰るべし。久しくゐたる、いと【むつかし】。,（徒然草）,1:よそよそしい,2:わざとらしい,3:わずらわしい,4:憎らしい,3
227,行く先多かるに、大津のいともの【むつかしき】屋どもの中に、引き入りにけり。,（蜻蛉日記）,1:みすぼらしい,2:恐ろしい,3:仰々しい,4:むさくるしい,4
228,一人はいやしき男の貧しき、一人は【あてなる】男もたりけり。,（伊勢物語）,1:見た目のよい,2:身分の高い,3:裕福な,4:頼りになる,2
229,ただ文字一つにあやしう、【あてに】もいやしうもなるは、いかなるにかあらむ。,（枕草子）,1:粗末に,2:最高に,3:滑稽に,4:上品に,4
230,世になく【清らなる】玉の男皇子さへ生まれ給ひぬ。,（源氏物語）,1:みずみずしい,2:愛らしい,3:美しい,4:神々しい,3
231,つらつき、まみの薫れるほどなど、【言へばさらなり】。,（源氏物語）,1:何度でも言いたい,2:この世のものとは思えない,3:何ものにも代え難い,4:いまさら言うまでもない,4
232,夏は夜。月のころは【さらなり】。,（枕草子）,1:それほどでもない,2:さらによい,3:言うまでもない,4:そうではない,3
233,こなたは【あらはに】や侍らむ。今日しも端におはしましけるかな。,（源氏物語）,1:正面で,2:まる見えで,3:危険で,4:眺めが悪く,2
234,【あらはに】御損にさぶらふ。,（今昔物語集）,1:見たところ,2:明らかに,3:いつまでも,4:ほとんど,2
235,をかしげなる児の、【あからさまに】抱きて遊ばしうつくしむほどに、かい付きて寝たる、いとらうたし。,（枕草子）,1:いつものように,2:わざとらしく,3:ちょっとの間,4:懸命に,3
236,ことに【かたくななる】人ぞ、「この枝、かの枝、散りにけり。今は見所なし」などは言ふめる。,（徒然草）,1:愛情のない,2:情趣を解さない,3:身分が低い,4:愚かしい,2
237,みづからもいみじと思へる気色、【かたくななり】。,（徒然草）,1:見苦しい,2:道理に合わない,3:奥ゆかしい,4:いじらしい,1
238,露をなど【あだなる】物と思ひけむ,（古今和歌集）,1:もどかしい,2:つまらない,3:はかない,4:恐ろしい,3
239,いとまめに実用にて、【あだなる】心なかりけり。,（伊勢物語）,1:情けない,2:不誠実な,3:こざかしい,4:不用意な,2
240,昔、男、陸奥の国に【すずろに】行きいたりにけり。,（伊勢物語）,1:あてもなく,2:急ぎ足で,3:やっとのことで,4:遠回りして,1
241,つた、かへでは茂り、もの心細く、【すずろなる】めを見ることと思ふに、修行者あひたり。,（伊勢物語）,1:予想どおりの,2:最低の,3:思いがけない,4:悲しい,3
242,大方は知りたりとも、【すずろに】言ひ散らすは、さばかりの才にはあらぬにやと聞こえ、おのづから誤りもありぬべし。,（徒然草）,1:むやみに,2:意味もなく,3:そのまま,4:いい加減に,1
243,いかに殿ばら、殊勝のことは御覧じとがめずや。【むげなり】。,（徒然草）,1:もったいない,2:薄情だ,3:残念だ,4:まったくひどい,4
244,今様は、【むげに】いやしくこそなりゆくめれ。,（徒然草）,1:わずかに,2:むやみに,3:しだいに,4:もちろん,2
245,【おほやけ】の宮仕へしければ、常にはえまうでず。,（伊勢物語）,1:神仏,2:大臣,3:朝廷,4:高貴な人,3
246,【おほやけ】に御文奉り給ふ。,（竹取物語）,1:主君,2:実家,3:都,4:天皇,4
247,いとやむごとなき【際】にはあらぬが、すぐれて時めき給ふありけり。,（源氏物語）,1:人柄,2:服装,3:身分,4:容貌,3
248,人を見るに、少し心ある【きは】は、皆このあらましにてぞ一期は過ぐめる。,（徒然草）,1:少数,2:世代,3:程度,4:普通,3
249,観音を頼み奉らんに、その【験】なしといふことは、あるまじきことなり。,（宇治拾遺物語）,1:ご挨拶,2:ご招待,3:ご利益,4:ご経験,3
250,【験】なきものを思はずは一坏の濁れる酒を飲むべくあるらし,（万葉集）,1:効果,2:道理,3:目的,4:終わり,1
251,かの鬼の虚言は、この【しるし】を示すなりけりと言ふ人も侍りし。,（徒然草）,1:前兆,2:現実,3:災い,4:結果,1
252,我を知らずして、外を知るといふ【理】あるべからず。,（徒然草）,1:理想,2:前例,3:論理,4:道理,4
253,久しくとどまりたる【例】なし。,（方丈記）,1:例,2:理由,3:時間,4:道理,1
254,世の【例】にもなりぬべき御もてなしなり。,（源氏物語）,1:語り草,2:間違い,3:評判,4:現実,1
255,寺にたうとき【わざ】すなる、見せたてまつらむ。,（大和物語）,1:演舞,2:寄進,3:造営,4:仏事,4
256,ひとり、灯火のもとに文を広げて、見ぬ世の人を友とするぞ、こよなう慰む【わざ】なる。,（徒然草）,1:わけ,2:きっかけ,3:こと,4:ばかり,3
257,小式部、これより、歌詠みの世に【おぼえ】出できにけり。,（十訓抄）,1:気位,2:悪名,3:地位,4:評判,4
258,いとまばゆき、人の御【おぼえ】なり。,（源氏物語）,1:不満,2:信頼,3:命令,4:寵愛,4
259,いづくにもあれ、しばし旅立ちたるこそ、目さむる【心地】すれ。,（徒然草）,1:香り,2:気持ち,3:音,4:予感,2
260,中納言、たちまちに御【心地】もやみてめでたし。,（落窪物語）,1:怪我,2:立腹,3:病気,4:機嫌,3
261,【うつつ】にも夢にも人にあはぬなりけり,（伊勢物語）,1:未来,2:過去,3:空想,4:現実,4
262,【うつつ】の人の乗りたるとなむ、さらに見えぬ。なほ下りて見よ。,（枕草子）,1:普通,2:格別,3:評判,4:正気,4
263,十七日の【つとめて】、立つ。,（更級日記）,1:早朝,2:翌日,3:夜更け,4:夕方,1
264,うち笑ふことがちにて暮れぬ。【つとめて】、客人帰りぬる後、心のどかなり。,（蜻蛉日記）,1:翌日,2:夕方,3:昼過ぎ,4:翌朝,4
265,三月の【つごもり】なれば、京の花、盛りはみな過ぎにけり。,（源氏物語）,1:時節,2:月初め,3:月末,4:中旬,3
266,四季はなほ定まれる【ついで】あり。死期はついでを待たず。,（徒然草）,1:行事,2:順序,3:道理,4:変化,2
267,ことの【ついで】ありて、人の奏しければ、聞こしめしてけり。,（大和物語）,1:機会,2:命令,3:因縁,4:行い,1
268,女、親なく、【頼り】なくなるままに、もろともにいふかひなくてあらむやはとて、河内の国、高安の郡に、行き通ふ所出できにけり。,（伊勢物語）,1:守るもの,2:頼れるもの,3:付き合うもの,4:届けるもの,2
269,【たより】の人に言ひつきて、女は京に来にけり。,（大和物語）,1:宮中,2:縁故,3:高位,4:地元,2
270,これを習ふべし。学問に【便り】あらんためなり。,（徒然草）,1:影響,2:理解,3:機会,4:便宜,4
271,【便り】ごとに物も絶えず得させたり。,（土佐日記）,1:連絡,2:手紙,3:機会,4:行事,3
272,孝養の心なき者も、子持ちてこそ、親の【志】は思ひ知るなれ。,（徒然草）,1:命令,2:人生,3:愛情,4:苦労,3
273,いとはつらく見ゆれど、【志】はせむとす。,（土佐日記）,1:贈り物,2:言い訳,3:計画,4:決断,1
274,平城の京、春日の里に、【しるよし】して、狩りに往にけり。,（伊勢物語）,1:仲間,2:目的,3:縁,4:途中,3
275,人に知られでくる【よし】もがな,（後撰和歌集）,1:時間,2:方法,3:機会,4:気持ち,2
276,ふりにける岩の絶え間より、落ちくる水の音さへ、故び【よし】ある所なり。,（平家物語）,1:道理,2:風情,3:哀愁,4:魅力,2
277,十二月の二十日あまり一日の日の戌の時に、門出す。その【よし】、いささかにものに書きつく。,（土佐日記）,1:事情,2:記録,3:情景,4:感慨,1
278,火をつけて燃やすべき【よし】仰せ給ふ。,（竹取物語）,1:計画,2:方法,3:旨,4:時刻,3
279,心得たる【よし】して、賢げにうちうなづき、ほほ笑みてゐたれど、つやつや知らぬ人あり。,（徒然草）,1:こと,2:表情,3:返事,4:そぶり,4
280,今日は【よろづ】を捨てて、参り候ひつるなり。,（宇治拾遺物語）,1:急ぎのこと,2:めんどうなこと,3:楽しいこと,4:さまざまなこと,4
281,尋常ならぬさまなれども、人に厭はれず、【よろづ】許されけり。,（徒然草）,1:すべて,2:一時的に,3:少しずつ,4:たまたま,1
282,見給へば、御息所の御【手】なり。,（源氏物語）,1:尊顔,2:自宅,3:訪問,4:筆跡,4
283,あまたの【手】を、片時の間に弾きとりつ。,（夜の寝覚）,1:学問,2:武術,3:遊び,4:演奏法,4
284,【才】をもととしてこそ、大和魂の世に用ゐらるる方も強う侍らめ。,（源氏物語）,1:和歌,2:家柄,3:学問,4:人格,3
285,母、物語など求めて見せ給ふに、げに【おのづから】慰みゆく。,（更級日記）,1:自分の,2:すぐに,3:なぜか,4:自然に,4
286,かねてのあらまし、皆違ひゆくかと思ふに、【おのづから】違はぬこともあれば、いよいよ物は定めがたし。,（徒然草）,1:結果として,2:すぐに,3:偶然に,4:逆に,3
287,【おのづから】後まで忘れぬ御事ならば、召されてまたは参るとも、今日は暇を給はらむ。,（平家物語）,1:意識的に,2:もし,3:あなた自身が,4:万一,4
288,立て籠めたる所の戸、【すなはち】ただ開きに開きぬ。,（竹取物語）,1:すぐに,2:つまり,3:なぜか,4:自然と,1
289,用ありて行きたるとも、その事果てなば、【とく】帰るべし。,（徒然草）,1:いつかは,2:いったん,3:早く,4:きちんと,3
290,息は【とく】絶え果てにけり。,（源氏物語）,1:突然,2:たった今,3:ついさっき,4:すでに,4
291,【いつしか】梅咲かなむ。,（更級日記）,1:早く,2:必ず,3:いつか,4:もっと,1
292,鶯ばかりぞ【いつしか】音したるを、あはれと聞く。,（蜻蛉日記）,1:ますます,2:こっそり,3:早くも,4:いつの間にか,3
293,この法師のみにもあらず、世間の人、【なべて】このことあり。,（徒然草）,1:たまたま,2:なるほど,3:総じて,4:とっくに,3
294,【なべて】の人に似ずをかし。,（源氏物語）,1:普通,2:特別,3:周囲,4:以前,1
295,散ればこそ【いとど】桜はめでたけれ,（伊勢物語）,1:本当に,2:いっそう,3:逆に,4:やはり,2
296,【かく】おとなしき心あらむとこそ思はざりしか。,（十訓抄）,1:このように,2:そんなに,3:それ以上に,4:あれこれと,1
297,何をもちて、【とかく】申すべき。,（竹取物語）,1:そのように,2:すべて,3:とにかく,4:あれこれと,4
298,我は【しか】隔つる心もなかりき。,（源氏物語）,1:いつも,2:そのように,3:少なくとも,4:決して,2
299,まことに【さに】こそ候ひけれ。,（徒然草）,1:そう,2:すべて,3:もとのまま,4:普通,1
300,「この殿の御心、【さばかり】にこそ」とて、その後は参らざりける。,（徒然草）,1:その程度,2:口ばかり,3:そういう意味,4:そうでない,1
301,【さばかり】深き谷一つを平家の勢七万余騎でぞ埋めたりける。,（平家物語）,1:そうすると,2:非常に,3:一瞬のうちに,4:全体に,2
302,かの廂に敷かれたりし物は、【さながら】ありや。,（大和物語）,1:そのまま,2:どこでも,3:そんなに,4:どのくらい,1
303,資材を取り出づるに及ばず、七珍万宝【さながら】灰燼となりにき。,（方丈記）,1:そのように,2:全部,3:いくつか,4:一瞬にして,2
304,知らぬ人の中にうち臥して、【つゆ】まどろまれず。,（更級日記）,1:ほとんど眠ることができない,2:早く眠ることができない,3:ゆっくり眠ることができない,4:少しも眠ることができない,4
305,すべて【つゆ】違ふことなかりけり。,（枕草子）,1:そのまま違うことはない,2:少しも違うことはない,3:たまに違うことはない,4:たいして違うことはない,2
306,今は逃ぐとも、【よも】逃がさじ。,（宇治拾遺物語）,1:わざと逃がさないだろう,2:まさか逃がさないだろう,3:当然逃がさないだろう,4:今度こそ逃がさないだろう,2
307,むなしう帰り参りたらんは、【なかなか】参らざらんよりあしかるべし。,（平家物語）,1:すぐに,2:かえって,3:まったく,4:おそらく,2
308,祇王もとより思ひまうけたる道なれども、【さすがに】昨日今日とは思ひよらず。,（平家物語）,1:そうはいってもやはり,2:まさか,3:早くも,4:なるほど,1
309,淀みに浮かぶうたかたは、【かつ】消えかつ結びて、久しくとどまりたる例なし。,（方丈記）,1:一方では,2:むやみに,3:常に,4:しだいに,1
310,【かつ】あらはるるをも顧みず、口に任せて言ひ散らすは、やがて浮きたることと聞こゆ。,（徒然草）,1:すぐに,2:すべて,3:その上に,4:しだいに,1
311,【など】かくは仰せらるる。,（落窪物語）,1:どうして,2:やはり,3:いつも,4:本当に,1
312,正直の人、【など】かなからむ。,（徒然草）,1:やはり,2:どうして,3:そんなにも,4:もう,2
313,【なでふ】、かかるすき歩きをして、かくわびしきめを見るらむと、思へどかひなし。,（大和物語）,1:本当に,2:結局,3:あれほど,4:どうして,4
314,いまさらに、【なでふ】さることかはべるべき。,（源氏物語）,1:もう,2:さらに,3:本当に,4:どうして,4
315,大人になり給ひて後は、【ありし】やうに御簾の内にも入れ給はず。,（源氏物語）,1:普通の人の,2:いつもの,3:子どもの,4:かつての,4
316,「さらば、その【ありつる】御文を給はりて来」となむ仰せらるる。,（枕草子）,1:昔の,2:いつもの,3:すべての,4:さっきの,4
317,【例の】いと忍びておはしたり。,（源氏物語）,1:そのように,2:いつものように,3:うわさのように,4:かつてのように,2
318,【例の】ことどもして、昼になりぬ。,（土佐日記）,1:いつもの,2:さまざまな,3:すべての,4:こんな,1
319,【音に聞く】と、見る時とは、何事も変はるものなり。,（徒然草）,1:昔から聞く,2:人から聞く,3:話だけ聞く,4:うわさに聞く,4
320,【音に聞く】人なり。何事によりてぞ来なれるぞ。,（宇治拾遺物語）,1:騒々しい,2:耳ざとい,3:うわさどおりの,4:評判の高い,4
321,奈良坂にて人にとられなば【いかがせむ】。,（更級日記）,1:どうしようか,2:意外だろうか,3:当然だろうか,4:なぜだろうか,1
322,養ひ飼ふものには、馬・牛。つなぎ苦しむるこそ痛ましけれど、なくてかなはぬものなれば、【いかがはせむ】。,（徒然草）,1:どうにでもなる,2:どうすればいいのか,3:どうにかしなくてはいけない,4:どうしようもない,4
323,若宮など生ひ出で給はば、【さるべき】ついで もありなむ。,（源氏物語）,1:そんな,2:避けるべき,3:決まった,4:適当な,4
324,【さるべき】契りこそはおはしましけめ。,（源氏物語）,1:そうなるはずの,2:そうではない,3:そういうことなら,4:そうなりそうな,1
325,【さるべき】人は、とうより御心魂のたけく、御守もこはきなめりとおぼえはべるは。,（大鏡）,1:昔の,2:頼れる,3:立派な,4:普通の,3
326,【いざたまへ】、出雲拝みに。,（徒然草）,1:さあ、行ってください,2:さあ、いつものように,3:さあ、どうしましょうか,4:さあ、一緒にいらっしゃい,4
327,かぐや姫の【のたまふ】やうに違はず作り出でつ。,（竹取物語）,1:申し上げる,2:お思いになる,3:なさる,4:おっしゃる,4
328,御鷹の失せたるよし奏したまふ時に、帝、ものも【のたまは】せず。,（大和物語）,1:お聞きにならない,2:おっしゃらない,3:申し上げない,4:くださらない,2
329,などかくは【仰せらるる】。,（落窪物語）,1:申し上げる,2:おっしゃる,3:差し上げる,4:ご覧になる,2
330,官も賜はむと【仰せ】給ひき。,（竹取物語）,1:おっしゃった,2:お贈りになった,3:申し上げた,4:お思いになった,1
331,「天人の五衰の悲しみは、人間にも候ひけるものかな」とぞ【仰せ】ける。,（平家物語）,1:おっしゃった,2:お考えになった,3:申し上げた,4:お気づきになった,1
332,【きこしめす】人、涙を流し給はぬなし。,（宇津保物語）,1:ご覧になる,2:申し上げる,3:お聞きになる,4:お仕えする,3
333,物も【聞こし召さ】ず、御遊びなどもなかりけり。,（竹取物語）,1:お聞きにならず,2:差し上げず,3:お命じにならず,4:召し上がらず,4
334,早う御文も【御覧ぜ】よ。,（落窪物語）,1:差し上げてください,2:お見せしてください,3:いただいてください,4:ご覧になってください,4
335,いかに殿ばら、殊勝のことは【御覧じ】とがめずや。,（徒然草）,1:お見せにならない,2:お見とがめにならない,3:お目にかけない,4:ご存知でない,2
336,供の者どもに問ひ給へば、「知らず」と【申す】。,（平家物語）,1:申し上げる,2:お受けする,3:おっしゃる,4:お聞きする,1
337,刀どもを抜きかけてぞ守り【申し】ける。,（大鏡）,1:お守り申し上げた,2:お守りいただいた,3:お守りしました,4:お守りなさった,1
338,いと切に【聞こえさす】べきことありて、殿より人なむ参りたると、【聞こえ】給へ。,（大和物語）,1:承諾し～承諾し,2:お聞きし～お聞きし,3:おっしゃら～おっしゃっ,4:申し上げ～申し上げ,4
339,御文も【聞こえ】たまはず。,（源氏物語）,1:差し上げ,2:お受け,3:拝見,4:お考え,1
340,ここには、かく久しく遊び【きこえ】て、慣らひたてまつれり。,（竹取物語）,1:楽しく過ごしなさって,2:楽しく過ごし申し上げて,3:楽しく過ごしておりまして,4:楽しく過ごしてくださって,2
341,竹の中に【おはする】にて知りぬ。,（竹取物語）,1:お入りになる,2:いらっしゃる,3:参上する,4:差し上げる,2
342,今日しも端に【おはしまし】けるかな。,（源氏物語）,1:お乗りになった,2:参上した,3:おりました,4:いらっしゃいました,4
343,「くらもちの皇子【おはし】たり」と告ぐ。,（竹取物語）,1:いらっしゃった,2:おっしゃった,3:お与えになった,4:参上した,1
344,惟喬の親王、例の狩りしに【おはします】供に、馬の頭なる翁つかうまつれり。,（伊勢物語）,1:退出する,2:参上する,3:おやりになる,4:いらっしゃる,4
345,聞きしにも過ぎて、尊くこそ【おはし】けれ。,（徒然草）,1:尊いご様子で召し上がった,2:尊いご様子で参上した,3:尊いご様子でおっしゃった,4:尊いご様子でいらっしゃった,4
346,上もきこしめして、興ぜさせ【おはしまし】つ。,（枕草子）,1:おもしろがっておりました,2:おもしろがっていらっしゃった,3:おもしろがって申し上げた,4:おもしろがって差し上げた,2
347,もの馴れのさまや、と君は【思す】。,（源氏物語）,1:おっしゃる,2:お思いになる,3:申し上げる,4:ご存じである,2
348,帝、なほめでたく【思しめさ】るること、せき止めがたし。,（竹取物語）,1:お聞きになる,2:おっしゃる,3:お思いになる,4:お呼び寄せになる,3
349,あはれ、死ぬとも【おぼし出づ】べきことのなきなむ、いと悲しかりける。,（蜻蛉日記）,1:思い出して差し上げる,2:思い出し申し上げる,3:お思い出しになる,4:思い出して参ります,3
350,使ひに禄【たまへ】りけり。,（伊勢物語）,1:お与えになった,2:頂戴した,3:差し上げた,4:命じられた,1
351,かぐや姫、いといたく泣き【たまふ】。,（竹取物語）,1:お泣き差し上げます,2:お泣きしております,3:お泣き申し上げる,4:お泣きになる,4
352,中納言も、「まだこそ見【たまへ】ね」とて見たまふ。,（宇津保物語）,1:見ておりません,2:見ていません,3:見たくありません,4:見ていただきません,1
353,これをなむ、身にとりては面歌と思ひ【たまふる】。,（無名抄）,1:思っております,2:思っていただく,3:思っています,4:思っている,1
354,後涼殿にもとよりさぶらひ給ふ更衣の曹司を、ほかに移させ給ひて、上局に【賜はす】。,（源氏物語）,1:お聞きする,2:頂戴する,3:おつかわしになる,4:お与えになる,4
355,忠岑も禄【たまはり】などしけり。,（大和物語）,1:くださり,2:いただき,3:お召しになり,4:お取り寄せ,2
356,かしこき仰せ言をたびたび【うけたまはり】ながら、みづからはえなん思ひ給へ立つまじき。,（源氏物語）,1:お受けし,2:申し上げ,3:お預かりし,4:お調べし,1
357,定めて習ひあることに侍らむ。ちと【承ら】ばや。,（徒然草）,1:お聞きし,2:お話し,3:お受けし,4:いただき,1
358,簾少し上げて、花【奉る】めり。,（源氏物語）,1:お与えになる,2:差し上げる,3:伺候する,4:頂戴する,2
359,かぐや姫を養ひ【たてまつる】こと二十余年になりぬ。,（竹取物語）,1:養育しなさる,2:養育しております,3:養育し申し上げる,4:養育していただく,3
360,帝は赤色の御衣【奉れ】り。,（源氏物語）,1:お褒めになっ,2:お試しになっ,3:お与えになっ,4:お召しになっ,4
361,壺なる御薬【たてまつれ】。穢き所の物きこしめしたれば、御心地悪しからむものぞ。,（竹取物語）,1:お贈りしろ,2:召し上がれ,3:ご覧なさい,4:差し上げろ,2
362,宿直人にて【侍ら】む。,（源氏物語）,1:申し上げ,2:お仕えし,3:お受けし,4:参上し,2
363,おのがもとにめでたき琴【侍り】。,（枕草子）,1:あります,2:いたします,3:伺候する,4:控えている,1
364,御気色悪しく【はべり】き。,（源氏物語）,1:悪うございました,2:悪ういらっしゃった,3:悪う申し上げた,4:悪うお聞きしました,1
365,故宮に【さぶらひ】し小舎人童なりけり。,（和泉式部日記）,1:いらっしゃっていた,2:お仕えしていた,3:お聞きしていた,4:寵愛されていた,2
366,「さること【候ひ】き」と申す。,（宇治拾遺物語）,1:いらっしゃった,2:お話しされました,3:ありました,4:おできになりました,3
367,大原山の奥、寂光院と申す所こそ閑に【さぶらへ】。,（平家物語）,1:知られている,2:ございます,3:いらっしゃる,4:伺候する,2
368,その郎等を【召す】に、跡をくらみて失せぬ。,（十訓抄）,1:ご覧になる,2:おつかわしになる,3:お呼び寄せになる,4:お仕えさせる,3
369,箸とつて【召す】よししけり。,（平家物語）,1:召し上がる,2:差し上げる,3:うかがう,4:お召しになる,1
370,帝ばかりは御衣を【召す】。残りは皆裸なり。,（沙石集）,1:お召しになる,2:お楽しみになる,3:頂戴する,4:献上する,1
371,主上をはじめ奉りて、人々皆御舟に【召す】。,（平家物語）,1:お乗りになる,2:お乗せになる,3:お呼びになる,4:ご到着なさる,1
372,ここに侍りながら、御とぶらひにも【まうで】ざりける。,（源氏物語）,1:おやりになら,2:お話になら,3:いらっしゃら,4:参上し,4
373,その秋、住吉に【詣で】給ふ。,（源氏物語）,1:ご参上になる,2:ご招待になる,3:ご命令になる,4:ご参詣になる,4
374,四月に内裏へ【参り】給ふ。,（源氏物語）,1:招待し,2:参上し,3:伺候し,4:お仕えし,2
375,親王に、馬の頭、大御酒【参る】。,（伊勢物語）,1:お勧めする,2:召し上がる,3:お与えになる,4:差し上げる,4
376,加持など【まゐる】ほど、日高くさしあがりぬ。,（源氏物語）,1:し申し上げる,2:お勧めする,3:ございます,4:お考えになる,1
377,大御酒【まゐり】、御遊びなどし給ふ。,（源氏物語）,1:召し上がり,2:差し上げ,3:頂戴し,4:お与えになり,1
378,薬の壺に御文添へて【参らす】。,（竹取物語）,1:奏上する,2:お伺いする,3:差し上げる,4:お尋ねする,3
379,「かかる人こそは世におはしましけれ」と、驚かるるまでぞ、【まもり参らする】。,（枕草子）,1:お見つめしております,2:お見つめなさる,3:お見つめられる,4:お見つめ申し上げる,4
380,憶良らは今は【まから】む子泣くらむ,（万葉集）,1:お参りし,2:お休みし,3:お止めし,4:退出し,4
381,「追ひてなむ【まかる】べき」とをものせよ。,（蜻蛉日記）,1:去る,2:参る,3:行く,4:いらっしゃる,2
382,今井の四郎兼平生年三十三に【まかり】なる。,（平家物語）,1:なり申す,2:なりなさる,3:なり申し上げる,4:なります,1
383,藤壺の宮、なやみ給ふことありて、【まかで】給へり。,（源氏物語）,1:お召し,2:退出し,3:お参り,4:申し上げ,2
384,それより大殿に【まかで】給へり。,（源氏物語）,1:退出して大臣家に行き,2:出て大臣家にお仕えし,3:来て大臣家に参上し,4:お召し上げ大臣家に献上し,1
385,老いかがまりて室の外にも【まかで】ず。,（源氏物語）,1:出かけません,2:いらっしゃいません,3:おやりになりません,4:申し上げません,1
386,二千人の人を、竹取が家に【つかはす】。,（竹取物語）,1:お預けになる,2:おやりになる,3:とどめなさる,4:ご覧になる,2
387,御身に馴れたるどもを【つかはす】。,（源氏物語）,1:お与えになる,2:お取り寄せになる,3:お召しになる,4:お見せなさる,1
388,藤袴を詠みて人に【つかはし】ける,（古今和歌集）,1:聞かせた（歌）,2:託した（歌）,3:返した（歌）,4:贈った（歌）,4
389,帝、箏の御琴をぞいみじう【あそばし】ける。,（栄花物語）,1:楽しみなさった,2:お聞かせなさった,3:演奏なさった,4:扱いなさった,3
